date,year,month,day,day_of_week,venue,city,state,country,song_count,show_url
2016-02-05,2016,2,5,Friday,The Fillmore,Philadelphia,PA,US,13,https://discobiscuits.net/shows/2016-02-05-the-fillmore-philadelphia-pa
2016-02-06,2016,2,6,Saturday,The Fillmore,Philadelphia,PA,US,13,https://discobiscuits.net/shows/2016-02-06-the-fillmore-philadelphia-pa
2016-03-05,2016,3,5,Saturday,Suwannee Music Park,Live Oak,FL,US,13,https://discobiscuits.net/shows/2016-03-05-suwannee-music-park-live-oak-florida
2016-03-25,2016,3,25,Friday,The Capitol Theater,Port Chester,NY,US,14,https://discobiscuits.net/shows/2016-03-25-the-capitol-theater-port-chester-ny
2016-03-26,2016,3,26,Saturday,The Capitol Theater,Port Chester,NY,US,13,https://discobiscuits.net/shows/2016-03-26-the-capitol-theater-port-chester-ny
2016-04-22,2016,4,22,Friday,Terminal West,Atlanta,GA,US,7,https://discobiscuits.net/shows/2016-04-22-terminal-west-atlanta-georgia
2016-04-22,2016,4,22,Friday,Centennial Olympic Park,Atlanta,GA,US,6,https://discobiscuits.net/shows/2016-04-22-centennial-olympic-park-atlanta-ga
2016-06-01,2016,6,1,Wednesday,Ogden Theater,Denver,CO,US,13,https://discobiscuits.net/shows/2016-06-01-ogden-theater-denver-co
2016-06-02,2016,6,2,Thursday,Ogden Theater,Denver,CO,US,15,https://discobiscuits.net/shows/2016-06-02-ogden-theater-denver-co
2016-06-03,2016,6,3,Friday,Ogden Theater,Denver,CO,US,12,https://discobiscuits.net/shows/2016-06-03-ogden-theater-denver-co
2016-06-04,2016,6,4,Saturday,Red Rocks Amphitheater,Morrison,CO,US,13,https://discobiscuits.net/shows/2016-06-04-red-rocks-amphitheater-morrison-co
2016-06-23,2016,6,23,Thursday,Electric Forest,Rothbury,MI,US,9,https://discobiscuits.net/shows/2016-06-23-electric-forest-rothbury-mi
2016-07-14,2016,7,14,Thursday,Montage Mountain,Scranton,PA,US,7,https://discobiscuits.net/shows/2016-07-14-montage-mountain-scranton-pa
2016-07-15,2016,7,15,Friday,Montage Mountain,Scranton,PA,US,13,https://discobiscuits.net/shows/2016-07-15-montage-mountain-scranton-pa
2016-07-16,2016,7,16,Saturday,Montage Mountain,Scranton,PA,US,22,https://discobiscuits.net/shows/2016-07-16-montage-mountain-scranton-pa
2016-08-18,2016,8,18,Thursday,Irving Plaza,New York,NY,US,12,https://discobiscuits.net/shows/2016-08-18-irving-plaza-new-york-ny
2016-08-19,2016,8,19,Friday,Irving Plaza,New York,NY,US,13,https://discobiscuits.net/shows/2016-08-19-irving-plaza-new-york-ny
2016-08-20,2016,8,20,Saturday,Ford Amphitheater at Coney Island Boardwalk,Brooklyn,NY,US,14,https://discobiscuits.net/shows/2016-08-20-ford-amphitheater-at-coney-island-boardwalk-brooklyn-ny
2016-08-27,2016,8,27,Saturday,Imagine Festival - Atlanta Motor Speedway,Atlanta,GA,US,7,https://discobiscuits.net/shows/2016-08-27-imagine-festival-atlanta-motor-speedway-atlanta-georgia
2016-09-09,2016,9,9,Friday,Great North Music and Arts Fest,Minot,ME,US,11,https://discobiscuits.net/shows/2016-09-09-great-north-music-and-arts-fest-minot-me
2016-09-10,2016,9,10,Saturday,Great North Music and Arts Fest,Minot,ME,US,11,https://discobiscuits.net/shows/2016-09-10-great-north-music-and-arts-fest-minot-me
2016-10-27,2016,10,27,Thursday,Brooklyn Bowl Las Vegas,Las Vegas,NV,US,13,https://discobiscuits.net/shows/2016-10-27-brooklyn-bowl-las-vegas-las-vegas-nv
2016-10-28,2016,10,28,Friday,Brooklyn Bowl Las Vegas,Las Vegas,NV,US,12,https://discobiscuits.net/shows/2016-10-28-brooklyn-bowl-las-vegas-las-vegas-nv
2016-10-29,2016,10,29,Saturday,Brooklyn Bowl Las Vegas,Las Vegas,NV,US,13,https://discobiscuits.net/shows/2016-10-29-brooklyn-bowl-las-vegas-las-vegas-nv
2016-12-01,2016,12,1,Thursday,Dominican Holidaze - Breathless Punta Cana Resort & Spa,Carretera Uvero Alto,,US,10,https://discobiscuits.net/shows/2016-12-01-dominican-holidaze-breathless-punta-cana-resort-spa-carretera-uvero-alto-dominican-republic
2016-12-03,2016,12,3,Saturday,Dominican Holidaze - Breathless Punta Cana Resort & Spa,Carretera Uvero Alto,,US,6,https://discobiscuits.net/shows/2016-12-03-dominican-holidaze-breathless-punta-cana-resort-spa-carretera-uvero-alto-dominican-republic
2016-12-04,2016,12,4,Sunday,Dominican Holidaze - Breathless Punta Cana Resort & Spa,Carretera Uvero Alto,,US,10,https://discobiscuits.net/shows/2016-12-04-dominican-holidaze-breathless-punta-cana-resort-spa-carretera-uvero-alto-dominican-republic
2016-12-29,2016,12,29,Thursday,The Tabernacle,Atlanta,GA,US,13,https://discobiscuits.net/shows/2016-12-29-the-tabernacle-atlanta-ga
2016-12-30,2016,12,30,Friday,The Tabernacle,Atlanta,GA,US,14,https://discobiscuits.net/shows/2016-12-30-the-tabernacle-atlanta-ga
2016-12-31,2016,12,31,Saturday,The Tabernacle,Atlanta,GA,US,20,https://discobiscuits.net/shows/2016-12-31-the-tabernacle-atlanta-ga
2017-02-02,2017,2,2,Thursday,The Fillmore,Philadelphia,PA,US,15,https://discobiscuits.net/shows/2017-02-02-the-fillmore-philadelphia-pa
2017-02-03,2017,2,3,Friday,The Fillmore,Philadelphia,PA,US,13,https://discobiscuits.net/shows/2017-02-03-the-fillmore-philadelphia-pa
2017-02-04,2017,2,4,Saturday,The Fillmore,Philadelphia,PA,US,13,https://discobiscuits.net/shows/2017-02-04-the-fillmore-philadelphia-pa
2017-04-07,2017,4,7,Friday,Euphoria Music Festival,Austin,TX,US,13,https://discobiscuits.net/shows/2017-04-07-euphoria-music-festival-austin-tx
2017-04-27,2017,4,27,Thursday,The Capitol Theater,Port Chester,NY,US,11,https://discobiscuits.net/shows/2017-04-27-the-capitol-theater-port-chester-ny
2017-04-28,2017,4,28,Friday,The Capitol Theater,Port Chester,NY,US,15,https://discobiscuits.net/shows/2017-04-28-the-capitol-theater-port-chester-ny
2017-04-29,2017,4,29,Saturday,The Capitol Theater,Port Chester,NY,US,14,https://discobiscuits.net/shows/2017-04-29-the-capitol-theater-port-chester-ny
2017-05-26,2017,5,26,Friday,Maine State Pier,Portland,ME,US,11,https://discobiscuits.net/shows/2017-05-26-maine-state-pier-portland-me
2017-05-27,2017,5,27,Saturday,Maine State Pier,Portland,ME,US,13,https://discobiscuits.net/shows/2017-05-27-maine-state-pier-portland-me
2017-05-28,2017,5,28,Sunday,Three Sister's Park,Chillicothe,IL,US,8,https://discobiscuits.net/shows/2017-05-28-three-sister-s-park-chillicothe-il
2017-05-31,2017,5,31,Wednesday,Ogden Theater,Denver,CO,US,13,https://discobiscuits.net/shows/2017-05-31-ogden-theater-denver-co
2017-06-01,2017,6,1,Thursday,Ogden Theater,Denver,CO,US,13,https://discobiscuits.net/shows/2017-06-01-ogden-theater-denver-co
2017-06-02,2017,6,2,Friday,Ogden Theater,Denver,CO,US,15,https://discobiscuits.net/shows/2017-06-02-ogden-theater-denver-co
2017-06-03,2017,6,3,Saturday,Red Rocks Amphitheater,Morrison,CO,US,13,https://discobiscuits.net/shows/2017-06-03-red-rocks-amphitheater-morrison-co
2017-07-12,2017,7,12,Wednesday,Montage Mountain,Scranton,PA,US,4,https://discobiscuits.net/shows/2017-07-12-montage-mountain-scranton-pa
2017-07-13,2017,7,13,Thursday,Montage Mountain,Scranton,PA,US,9,https://discobiscuits.net/shows/2017-07-13-montage-mountain-scranton-pa
2017-07-14,2017,7,14,Friday,Montage Mountain,Scranton,PA,US,15,https://discobiscuits.net/shows/2017-07-14-montage-mountain-scranton-pa
2017-07-15,2017,7,15,Saturday,Montage Mountain,Scranton,PA,US,20,https://discobiscuits.net/shows/2017-07-15-montage-mountain-scranton-pa
2017-08-24,2017,8,24,Thursday,LOCKN - Infinity Downs Farm,Arrington,VA,US,10,https://discobiscuits.net/shows/2017-08-24-lockn-infinity-downs-farm-arrington-va
2017-09-20,2017,9,20,Wednesday,Irving Plaza,New York,NY,US,12,https://discobiscuits.net/shows/2017-09-20-irving-plaza-new-york-ny
2017-09-21,2017,9,21,Thursday,Irving Plaza,New York,NY,US,13,https://discobiscuits.net/shows/2017-09-21-irving-plaza-new-york-ny
2017-09-22,2017,9,22,Friday,Ford Amphitheater at Coney Island Boardwalk,Brooklyn,NY,US,12,https://discobiscuits.net/shows/2017-09-22-ford-amphitheater-at-coney-island-boardwalk-brooklyn-new-york
2017-09-23,2017,9,23,Saturday,Ford Amphitheater at Coney Island Boardwalk,Brooklyn,NY,US,13,https://discobiscuits.net/shows/2017-09-23-ford-amphitheater-at-coney-island-boardwalk-brooklyn-new-york
2017-10-26,2017,10,26,Thursday,The Palladium,Worcester,MA,US,15,https://discobiscuits.net/shows/2017-10-26-the-palladium-worcester-ma
2017-10-27,2017,10,27,Friday,The Palladium,Worcester,MA,US,13,https://discobiscuits.net/shows/2017-10-27-the-palladium-worcester-ma
2017-10-28,2017,10,28,Saturday,Suwannee Music Park,Live Oak,FL,US,8,https://discobiscuits.net/shows/2017-10-28-suwannee-music-park-live-oak-florida
2017-11-16,2017,11,16,Thursday,Fox Theatre,Boulder,CO,US,10,https://discobiscuits.net/shows/2017-11-16-fox-theatre-boulder-co
2017-11-17,2017,11,17,Friday,The Fillmore Auditorium,Denver,CO,US,9,https://discobiscuits.net/shows/2017-11-17-the-fillmore-auditorium-denver-co
2017-11-18,2017,11,18,Saturday,The Fillmore Auditorium,Denver,CO,US,14,https://discobiscuits.net/shows/2017-11-18-the-fillmore-auditorium-denver-co
2017-12-02,2017,12,2,Saturday,Breathless Resort & Spa,Punta Cana,,US,10,https://discobiscuits.net/shows/2017-12-02-breathless-resort-spa-punta-cana-dominican-republic
2017-12-03,2017,12,3,Sunday,Breathless Resort & Spa,Punta Cana,,US,12,https://discobiscuits.net/shows/2017-12-03-breathless-resort-spa-punta-cana-dominican-republic
2017-12-04,2017,12,4,Monday,Breathless Resort & Spa,Punta Cana,,US,8,https://discobiscuits.net/shows/2017-12-04-breathless-resort-spa-punta-cana-dominican-republic
2017-12-28,2017,12,28,Thursday,Playstation Theater,New York,NY,US,13,https://discobiscuits.net/shows/2017-12-28-playstation-theater-new-york-ny
2017-12-29,2017,12,29,Friday,Playstation Theater,New York,NY,US,14,https://discobiscuits.net/shows/2017-12-29-playstation-theater-new-york-ny
2017-12-30,2017,12,30,Saturday,Playstation Theater,New York,NY,US,13,https://discobiscuits.net/shows/2017-12-30-playstation-theater-new-york-ny
2017-12-31,2017,12,31,Sunday,Playstation Theater,New York,NY,US,24,https://discobiscuits.net/shows/2017-12-31-playstation-theater-new-york-ny
2018-01-12,2018,1,12,Friday,9:30 Club,Washington,DC,US,14,https://discobiscuits.net/shows/2018-01-12-9-30-club-washington-dc
2018-01-13,2018,1,13,Saturday,Anthem,Washington,DC,US,13,https://discobiscuits.net/shows/2018-01-13-anthem-washington-d-c
2018-03-08,2018,3,8,Thursday,The Strand Theater,Providence,RI,US,12,https://discobiscuits.net/shows/2018-03-08-the-strand-theater-providence-ri
2018-03-09,2018,3,9,Friday,State Theater,Portland,ME,US,13,https://discobiscuits.net/shows/2018-03-09-state-theater-portland-me
2018-03-10,2018,3,10,Saturday,State Theater,Portland,ME,US,13,https://discobiscuits.net/shows/2018-03-10-state-theater-portland-me
2018-04-19,2018,4,19,Thursday,The Fillmore,Philadelphia,PA,US,11,https://discobiscuits.net/shows/2018-04-19-the-fillmore-philadelphia-pa
2018-04-21,2018,4,21,Saturday,The Fillmore,Philadelphia,PA,US,13,https://discobiscuits.net/shows/2018-04-21-the-fillmore-philadelphia-pa
2018-05-18,2018,5,18,Friday,Salvage Station,Asheville,NC,US,8,https://discobiscuits.net/shows/2018-05-18-salvage-station-asheville-nc
2018-05-19,2018,5,19,Saturday,Salvage Station,Asheville,NC,US,13,https://discobiscuits.net/shows/2018-05-19-salvage-station-asheville-nc
2018-05-24,2018,5,24,Thursday,Ogden Theater,Denver,CO,US,10,https://discobiscuits.net/shows/2018-05-24-ogden-theater-denver-co
2018-05-25,2018,5,25,Friday,Ogden Theater,Denver,CO,US,11,https://discobiscuits.net/shows/2018-05-25-ogden-theater-denver-co
2018-05-26,2018,5,26,Saturday,Ogden Theater,Denver,CO,US,12,https://discobiscuits.net/shows/2018-05-26-ogden-theater-denver-co
2018-05-27,2018,5,27,Sunday,Red Rocks Amphitheater,Morrison,CO,US,14,https://discobiscuits.net/shows/2018-05-27-red-rocks-amphitheater-morrison-co
2018-07-11,2018,7,11,Wednesday,The Pavilion at Montage Mountain,Scranton,PA,US,2,https://discobiscuits.net/shows/2018-07-11-the-pavilion-at-montage-mountain-scranton-pa
2018-07-12,2018,7,12,Thursday,The Pavilion at Montage Mountain,Scranton,PA,US,7,https://discobiscuits.net/shows/2018-07-12-the-pavilion-at-montage-mountain-scranton-pa
2018-07-13,2018,7,13,Friday,The Pavilion at Montage Mountain,Scranton,PA,US,11,https://discobiscuits.net/shows/2018-07-13-the-pavilion-at-montage-mountain-scranton-pa
2018-07-14,2018,7,14,Saturday,The Pavilion at Montage Mountain,Scranton,PA,US,18,https://discobiscuits.net/shows/2018-07-14-the-pavilion-at-montage-mountain-scranton-pa
2018-09-21,2018,9,21,Friday,Legend Valley,Thornville,OH,US,10,https://discobiscuits.net/shows/2018-09-21-legend-valley-thornville-oh
2018-10-19,2018,10,19,Friday,The Palladium,Worcester,MA,US,13,https://discobiscuits.net/shows/2018-10-19-the-palladium-worcester-ma
2018-10-20,2018,10,20,Saturday,The Palladium,Worcester,MA,US,11,https://discobiscuits.net/shows/2018-10-20-the-palladium-worcester-ma
2018-11-01,2018,11,1,Thursday,Brooklyn Bowl Las Vegas,Las Vegas,NV,US,13,https://discobiscuits.net/shows/2018-11-01-brooklyn-bowl-las-vegas-las-vegas-nv
2018-11-02,2018,11,2,Friday,Brooklyn Bowl Las Vegas,Las Vegas,NV,US,9,https://discobiscuits.net/shows/2018-11-02-brooklyn-bowl-las-vegas-las-vegas-nv
2018-11-03,2018,11,3,Saturday,Brooklyn Bowl Las Vegas,Las Vegas,NV,US,13,https://discobiscuits.net/shows/2018-11-03-brooklyn-bowl-las-vegas-las-vegas-nv
2018-11-23,2018,11,23,Friday,Palace Theater,Albany,NY,US,10,https://discobiscuits.net/shows/2018-11-23-palace-theater-albany-ny
2018-11-24,2018,11,24,Saturday,Palace Theater,Albany,NY,US,13,https://discobiscuits.net/shows/2018-11-24-palace-theater-albany-ny
2018-12-07,2018,12,7,Friday,10 Mile Music Hall,Frisco,CO,US,11,https://discobiscuits.net/shows/2018-12-07-10-mile-music-hall-frisco-colorado
2018-12-08,2018,12,8,Saturday,10 Mile Music Hall,Frisco,CO,US,12,https://discobiscuits.net/shows/2018-12-08-10-mile-music-hall-frisco-colorado
2018-12-09,2018,12,9,Sunday,10 Mile Music Hall,Frisco,CO,US,12,https://discobiscuits.net/shows/2018-12-09-10-mile-music-hall-frisco-colorado
2018-12-12,2018,12,12,Wednesday,Now Sapphire Resort,Puerto Morelos,,US,10,https://discobiscuits.net/shows/2018-12-12-holidaze-now-sapphire-puerto-morelos-mexico
2018-12-13,2018,12,13,Thursday,Now Sapphire Resort,Puerto Morelos,,US,5,https://discobiscuits.net/shows/2018-12-13-holidaze-now-sapphire-puerto-morelos-mexico
2018-12-15,2018,12,15,Saturday,Now Sapphire Resort,Puerto Morelos,,US,14,https://discobiscuits.net/shows/2018-12-15-holidaze-now-sapphire-puerto-morelos-mexico
2018-12-28,2018,12,28,Friday,The Fillmore,Philadelphia,PA,US,12,https://discobiscuits.net/shows/2018-12-28-the-fillmore-philadelphia-pa
2018-12-29,2018,12,29,Saturday,The Fillmore,Philadelphia,PA,US,12,https://discobiscuits.net/shows/2018-12-29-the-fillmore-philadelphia-pa
2018-12-30,2018,12,30,Sunday,The Fillmore,Philadelphia,PA,US,11,https://discobiscuits.net/shows/2018-12-30-the-fillmore-philadelphia-pa
2018-12-31,2018,12,31,Monday,The Fillmore,Philadelphia,PA,US,14,https://discobiscuits.net/shows/2018-12-31-the-fillmore-philadelphia-pa
2019-01-25,2019,1,25,Friday,Lincoln Theater,Washington,DC,US,13,https://discobiscuits.net/shows/2019-01-25-lincoln-theater-washington-d-c
2019-01-26,2019,1,26,Saturday,Anthem,Washington,DC,US,13,https://discobiscuits.net/shows/2019-01-26-anthem-washington-d-c
2019-01-31,2019,1,31,Thursday,The Capitol Theater,Port Chester,NY,US,11,https://discobiscuits.net/shows/2019-01-31-the-capitol-theater-port-chester-ny
2019-02-01,2019,2,1,Friday,The Capitol Theater,Port Chester,NY,US,13,https://discobiscuits.net/shows/2019-02-01-the-capitol-theater-port-chester-ny
2019-02-02,2019,2,2,Saturday,The Capitol Theater,Port Chester,NY,US,16,https://discobiscuits.net/shows/2019-02-02-the-capitol-theater-port-chester-ny
2019-04-26,2019,4,26,Friday,The Fillmore,New Orleans,LA,US,16,https://discobiscuits.net/shows/2019-04-26-the-fillmore-new-orleans-louisiana
2019-04-27,2019,4,27,Saturday,The Fillmore,New Orleans,LA,US,13,https://discobiscuits.net/shows/2019-04-27-the-fillmore-new-orleans-louisiana
2019-05-23,2019,5,23,Thursday,Ogden Theater,Denver,CO,US,12,https://discobiscuits.net/shows/2019-05-23-ogden-theater-denver-co
2019-05-24,2019,5,24,Friday,Ogden Theater,Denver,CO,US,12,https://discobiscuits.net/shows/2019-05-24-ogden-theater-denver-co
2019-05-25,2019,5,25,Saturday,Red Rocks Amphitheater,Morrison,CO,US,15,https://discobiscuits.net/shows/2019-05-25-red-rocks-amphitheater-morrison-co
2019-07-18,2019,7,18,Thursday,Montage Mountain,Scranton,PA,US,3,https://discobiscuits.net/shows/2019-07-18-montage-mountain-scranton-pa-2
2019-07-18,2019,7,18,Thursday,Montage Mountain,Scranton,PA,US,6,https://discobiscuits.net/shows/2019-07-18-montage-mountain-scranton-pa
2019-07-19,2019,7,19,Friday,Montage Mountain,Scranton,PA,US,14,https://discobiscuits.net/shows/2019-07-19-montage-mountain-scranton-pa
2019-07-20,2019,7,20,Saturday,Montage Mountain,Scranton,PA,US,21,https://discobiscuits.net/shows/2019-07-20-montage-mountain-scranton-pa
2019-10-03,2019,10,3,Thursday,10 Mile Music Hall,Frisco,CO,US,0,https://discobiscuits.net/shows/2019-10-03-10-mile-music-hall-frisco-colorado
2019-10-04,2019,10,4,Friday,10 Mile Music Hall,Frisco,CO,US,0,https://discobiscuits.net/shows/2019-10-04-10-mile-music-hall-frisco-colorado
2019-10-05,2019,10,5,Saturday,Breckenridge Brewery,Littleton,CO,US,13,https://discobiscuits.net/shows/2019-10-05-breckenridge-brewery-littleton-colorado
2019-11-14,2019,11,14,Thursday,Roxian Theater,McKees Rocks,PA,US,15,https://discobiscuits.net/shows/2019-11-14-roxian-theater-mckees-rocks-pa
2019-11-15,2019,11,15,Friday,Roxian Theater,McKees Rocks,PA,US,14,https://discobiscuits.net/shows/2019-11-15-roxian-theater-mckees-rocks-pa
2019-11-16,2019,11,16,Saturday,The National,Richmond,VA,US,15,https://discobiscuits.net/shows/2019-11-16-the-national-richmond-va
2019-11-17,2019,11,17,Sunday,The National,Richmond,VA,US,13,https://discobiscuits.net/shows/2019-11-17-the-national-richmond-va
2019-11-20,2019,11,20,Wednesday,Higher Ground,South Burlington,VT,US,15,https://discobiscuits.net/shows/2019-11-20-higher-ground-s-burlington-vt
2019-11-21,2019,11,21,Thursday,Higher Ground,South Burlington,VT,US,17,https://discobiscuits.net/shows/2019-11-21-higher-ground-s-burlington-vt
2019-11-22,2019,11,22,Friday,SI Hall,Syracuse,NY,US,13,https://discobiscuits.net/shows/2019-11-22-si-hall-syracuse-ny
2019-11-23,2019,11,23,Saturday,SI Hall,Syracuse,NY,US,15,https://discobiscuits.net/shows/2019-11-23-si-hall-syracuse-ny
2019-12-11,2019,12,11,Wednesday,House of Blues,Orlando,FL,US,12,https://discobiscuits.net/shows/2019-12-11-house-of-blues-orlando-fl
2019-12-12,2019,12,12,Thursday,Janus Live,St. Petersburg,FL,US,14,https://discobiscuits.net/shows/2019-12-12-janus-landing-st-petersburg-fl
2019-12-13,2019,12,13,Friday,Revolution Live,Ft. Lauderdale,FL,US,11,https://discobiscuits.net/shows/2019-12-13-revolution-live-ft-lauderdale-fl
2019-12-14,2019,12,14,Saturday,Revolution Live,Ft. Lauderdale,FL,US,13,https://discobiscuits.net/shows/2019-12-14-revolution-live-ft-lauderdale-fl
2019-12-27,2019,12,27,Friday,Playstation Theater,New York,NY,US,13,https://discobiscuits.net/shows/2019-12-27-playstation-theater-new-york-ny
2019-12-28,2019,12,28,Saturday,Playstation Theater,New York,NY,US,14,https://discobiscuits.net/shows/2019-12-28-playstation-theater-new-york-ny
2019-12-28,2019,12,28,Saturday,Sony Hall,New York,NY,US,1,https://discobiscuits.net/shows/2019-12-29-sony-hall-new-york-ny
2019-12-30,2019,12,30,Monday,Playstation Theater,New York,NY,US,14,https://discobiscuits.net/shows/2019-12-30-playstation-theater-new-york-ny
2019-12-31,2019,12,31,Tuesday,Playstation Theater,New York,NY,US,16,https://discobiscuits.net/shows/2019-12-31-playstation-theater-new-york-ny
2020-01-02,2020,1,2,Thursday,The Riviera Theater,Chicago,IL,US,10,https://discobiscuits.net/shows/2020-01-02-the-riviera-theater-chicago-il
2020-01-03,2020,1,3,Friday,The Riviera Theater,Chicago,IL,US,13,https://discobiscuits.net/shows/2020-01-03-the-riviera-theater-chicago-il
2020-01-04,2020,1,4,Saturday,The Riviera Theater,Chicago,IL,US,19,https://discobiscuits.net/shows/2020-01-04-the-riviera-theater-chicago-il
2020-06-22,2020,6,22,Monday,The Fillmore,Philadelphia,PA,US,7,https://discobiscuits.net/shows/2020-06-22-the-fillmore-philadelphia-pa
2020-06-23,2020,6,23,Tuesday,Citizens Bank Park,Philadelphia,PA,US,9,https://discobiscuits.net/shows/2020-06-23-citizens-bank-park-philadelphia-pa
2020-10-16,2020,10,16,Friday,Yarmouth Drive-In,West Yarmouth,MA,US,12,https://discobiscuits.net/shows/2020-10-16-yarmouth-drive-in-west-yarmouth-ma
2020-10-17,2020,10,17,Saturday,Yarmouth Drive-In,West Yarmouth,MA,US,16,https://discobiscuits.net/shows/2020-10-17-yarmouth-drive-in-west-yarmouth-ma
2020-10-18,2020,10,18,Sunday,Yarmouth Drive-In,West Yarmouth,MA,US,11,https://discobiscuits.net/shows/2020-10-18-yarmouth-drive-in-west-yarmouth-ma
2020-10-19,2020,10,19,Monday,Yarmouth Drive-In,West Yarmouth,MA,US,12,https://discobiscuits.net/shows/2020-10-19-yarmouth-drive-in-west-yarmouth-ma
2020-10-23,2020,10,23,Friday,Montage Mountain,Scranton,PA,US,12,https://discobiscuits.net/shows/2020-10-23-montage-mountain-scranton-pa
2020-10-24,2020,10,24,Saturday,Montage Mountain,Scranton,PA,US,13,https://discobiscuits.net/shows/2020-10-24-montage-mountain-scranton-pa
2020-10-25,2020,10,25,Sunday,Showtime at the Drive-In,Frederick,MD,US,11,https://discobiscuits.net/shows/2020-10-25-showtime-at-the-drive-in-frederick-md
2020-10-29,2020,10,29,Thursday,LaFayette Apple Festival Grounds,LaFayette,NY,US,11,https://discobiscuits.net/shows/2020-10-29-lafayette-apple-festival-grounds-lafayette-ny
2020-10-30,2020,10,30,Friday,LaFayette Apple Festival Grounds,LaFayette,NY,US,12,https://discobiscuits.net/shows/2020-10-30-lafayette-apple-festival-grounds-lafayette-ny
2020-10-31,2020,10,31,Saturday,LaFayette Apple Festival Grounds,LaFayette,NY,US,15,https://discobiscuits.net/shows/2020-10-31-lafayette-apple-festival-grounds-lafayette-ny
2021-02-05,2021,2,5,Friday,Ardmore Music Hall,Ardmore,PA,US,12,https://discobiscuits.net/shows/2021-02-05-ardmore-music-hall-philadelphia-pa
2021-02-06,2021,2,6,Saturday,Ardmore Music Hall,Ardmore,PA,US,12,https://discobiscuits.net/shows/2021-02-06-ardmore-music-hall-ardmore-pa
2021-03-25,2021,3,25,Thursday,Dr. Phillips Center For the Performing Arts - Front Lawn,Orlando,FL,US,14,https://discobiscuits.net/shows/2021-03-25-dr-phillips-center-for-the-performing-arts-front-lawn-orlando-florida
2021-03-26,2021,3,26,Friday,Dr. Phillips Center For the Performing Arts - Front Lawn,Orlando,FL,US,13,https://discobiscuits.net/shows/2021-03-26-dr-phillips-center-for-the-performing-arts-front-lawn-orlando-fl
2021-04-02,2021,4,2,Friday,The Caverns Above Ground Amphitheater,Pelham,TN,US,12,https://discobiscuits.net/shows/2021-04-02-the-caverns-above-ground-amphitheater-pelham-tn
2021-04-03,2021,4,3,Saturday,The Caverns Above Ground Amphitheater,Pelham,TN,US,16,https://discobiscuits.net/shows/2021-04-03-the-caverns-above-ground-amphitheater-pelham-tn
2021-04-20,2021,4,20,Tuesday,Ardmore Music Hall,Ardmore,PA,US,11,https://discobiscuits.net/shows/2021-04-20-ardmore-music-hall-ardmore-pa
2021-04-23,2021,4,23,Friday,Showtime at the Drive-In,Frederick,MD,US,13,https://discobiscuits.net/shows/2021-04-23-showtime-at-the-drive-in-frederick-md
2021-04-24,2021,4,24,Saturday,Showtime at the Drive-In,Frederick,MD,US,12,https://discobiscuits.net/shows/2021-04-24-showtime-at-the-drive-in-frederick-md
2021-05-14,2021,5,14,Friday,Sussex County Live Drive-In,Augusta,NJ,US,15,https://discobiscuits.net/shows/2021-05-14-sussex-county-live-drive-in-augusta-nj
2021-05-15,2021,5,15,Saturday,Sussex County Live Drive-In,Augusta,NJ,US,16,https://discobiscuits.net/shows/2021-05-15-sussex-county-live-drive-in-augusta-nj
2021-05-18,2021,5,18,Tuesday,The Fillmore,Philadelphia,PA,US,10,https://discobiscuits.net/shows/2021-05-18-the-fillmore-philadelphia-pa
2021-05-28,2021,5,28,Friday,Red Rocks Amphitheater,Morrison,CO,US,14,https://discobiscuits.net/shows/2021-05-28-red-rocks-amphitheater-morrison-co
2021-05-29,2021,5,29,Saturday,Red Rocks Amphitheater,Morrison,CO,US,19,https://discobiscuits.net/shows/2021-05-29-red-rocks-amphitheater-morrison-co
2021-05-30,2021,5,30,Sunday,Red Rocks Amphitheater,Morrison,CO,US,21,https://discobiscuits.net/shows/2021-05-30-red-rocks-amphitheater-morrison-co
2021-06-04,2021,6,4,Friday,Westville Music Bowl,New Haven,CT,US,16,https://discobiscuits.net/shows/2021-06-04-westville-music-bowl-new-haven-ct
2021-06-05,2021,6,5,Saturday,Westville Music Bowl,New Haven,CT,US,14,https://discobiscuits.net/shows/2021-06-05-westville-music-bowl-new-haven-ct
2021-06-18,2021,6,18,Friday,Columbia Speedway Entertainment Center,Cayce,SC,US,12,https://discobiscuits.net/shows/2021-06-18-columbia-speedway-entertainment-center-cayce-sc
2021-06-19,2021,6,19,Saturday,Columbia Speedway Entertainment Center,Cayce,SC,US,12,https://discobiscuits.net/shows/2021-06-19-columbia-speedway-entertainment-center-cayce-sc
2021-06-25,2021,6,25,Friday,McHenry Outdoor Theater,McHenry,IL,US,15,https://discobiscuits.net/shows/2021-06-25-mchenry-outdoor-theater-mchenry-il
2021-06-26,2021,6,26,Saturday,McHenry Outdoor Theater,McHenry,IL,US,12,https://discobiscuits.net/shows/2021-06-26-mchenry-outdoor-theater-mchenry-il
2021-07-09,2021,7,9,Friday,Mann Center for the Performing Arts,Philadelphia,PA,US,15,https://discobiscuits.net/shows/2021-07-09-mann-center-for-the-performing-arts-philadelphia-pa
2021-07-10,2021,7,10,Saturday,Mann Center for the Performing Arts,Philadelphia,PA,US,13,https://discobiscuits.net/shows/2021-07-10-mann-center-for-the-performing-arts-philadelphia-pa
